Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
389,1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,0,0
390,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,1
391,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,1
392,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,1
393,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1
394,1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,1
395,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,1
396,0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,1
397,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,0
398,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,1
399,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,1
400,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,0
401,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,0
402,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,1
403,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1
404,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,0
405,0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,0
406,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,1
407,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1
408,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,1
409,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0,1
410,1,1,2,0,1,17500,0.0,400.0,360.0,1.0,0,1
411,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,1
412,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,1
413,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,1
414,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,1
415,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,1
416,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,0
417,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,1
418,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,1
419,1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,1
420,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,0
421,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,1
422,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,1
423,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,0
424,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,1
425,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,1
426,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,0
427,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,1
428,0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,0
429,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1
430,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1
431,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,0
432,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,0
433,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,1
434,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,1
435,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1
436,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,1
437,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1
438,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1,1
439,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,1
440,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1
441,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,0
442,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,1
443,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0
444,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,0
445,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,0
446,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,1
447,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,1
448,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,0
449,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,0
450,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,1
451,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,1
452,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,1
453,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1
454,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0
455,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,1
456,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,0
457,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0
458,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1
459,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,1
460,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,0
461,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,1
462,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,0
463,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,1
464,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1
465,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,1
466,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0
467,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,1
468,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,1
469,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,1
470,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,1
471,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1,1
472,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,1
473,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,1
474,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1
475,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,1
476,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,1
477,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,1
478,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,1
479,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,0
